Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-06-12,45.43234634399414,45.5103199115925,45.1653462736162,45.22205530606428,67644400
2018-06-13,45.059024810791016,45.57412199581187,44.9975927231053,45.46543057334217,86553600
2018-06-14,45.08266830444336,45.264606704092884,44.94562412337846,45.25988004808867,86440400
2018-06-15,44.61953353881836,44.9314277996564,44.48248941863624,44.900709957348866,246876800
2018-06-18,44.595916748046875,44.70933122765769,44.2320400347811,44.39271385249596,73939600
2018-06-19,43.8752555847168,44.026476094306425,43.34598199846244,43.74529961427696,134314000
2018-06-20,44.06663513183594,44.232031968895384,43.88469680838022,44.031194240101996,82514800
2018-06-21,43.8209114074707,44.503767023974675,43.6980436174885,44.24385508466258,102847600
2018-06-22,43.693321228027344,43.983947439170635,43.641338835090274,43.97685925880483,108801600
2018-06-25,43.04355239868164,43.693328817884314,42.70330526049253,43.334178660308886,126652400
2018-06-26,43.57754135131836,44.07373560631054,43.13096796397806,43.23729787960613,98276800
2018-06-27,43.51374435424805,44.25094389386628,43.48302650497016,43.76656451210169,101141200
2018-06-28,43.83035659790039,43.998118578793665,43.42867750109825,43.49956289591767,69460800
2018-06-29,43.73820877075195,44.22967629833149,43.21838852603281,44.01702010364107,90950800
2018-07-02,44.22731399536133,44.255670319694616,43.338893949514286,43.433409021656324,70925200
2018-07-03,43.457035064697266,44.40925233310828,43.36724664755097,44.371446304269696,55819200
2018-07-05,43.80673599243164,44.04538341750769,43.542100976106674,43.77365661539102,66416800
2018-07-06,44.413978576660156,44.52266640183763,43.75947567930748,43.811458067133685,69940800
2018-07-09,45.030662536621094,45.054288593617486,44.72822160617709,44.775477325550156,79026400
2018-07-10,44.97632598876953,45.196066742181216,44.936154835089134,45.061387739692314,63756400
2018-07-11,44.39270782470703,44.84164263268709,44.32891061123423,44.53920165787048,75326000
2018-07-12,45.137001037597656,45.2267894525032,44.73059525117853,44.78257763818897,72164400
2018-07-13,45.20789337158203,45.32839604792387,45.10629010670486,45.14882279595492,50055600
2018-07-16,45.108642578125,45.5197713616683,44.99286298445019,45.25277488642188,60172400
2018-07-17,45.23624038696289,45.3354785088503,44.70460527339231,44.8345612444525,62138000
2018-07-18,44.98813247680664,45.31892974238022,44.87707954687457,45.314203088554464,65573600
2018-07-19,45.33783721923828,45.49614588688389,44.82037853844009,44.82037853844009,81147200
2018-07-20,45.23387908935547,45.46779623305728,44.93379959201506,45.31421419718475,82704800
2018-07-23,45.27405548095703,45.35675573511268,44.789676003864116,45.054311048550865,63957600
2018-07-24,45.60247039794922,45.75841753506778,45.37800300048623,45.472514450350424,74791600
2018-07-25,46.032508850097656,46.03959702904006,45.46779082155878,45.61664979011127,66839600
2018-07-26,45.88837432861328,46.30186823880807,45.74660354582276,45.98288578021978,76304000
2018-07-27,45.12518310546875,46.1199329645563,44.91725717708188,46.07267723562205,96096000
2018-07-30,44.87237548828125,45.41346040544982,44.67389920817084,45.34257498958695,84118000
2018-07-31,44.9621467590332,45.39927035389456,44.73767934763721,44.96451188892407,157492000
2018-08-01,47.610877990722656,47.67231008374114,46.620854690382096,47.05089015765555,271742800
2018-08-02,49.00257873535156,49.2364994753582,47.33915317811474,47.393497089492804,249616000
2018-08-03,49.14434051513672,49.32155218114422,48.551269832121385,48.91750799627967,133789600
2018-08-06,49.399532318115234,49.44206139303171,48.926967812566545,49.14670857706378,101701600
2018-08-07,48.93642807006836,49.50114263177163,48.85372782160956,49.458613547683214,102349600
2018-08-08,48.96949768066406,49.101815167499936,48.32444812964864,48.68595969381847,90102000
2018-08-09,49.354637145996094,49.567289727173105,48.95768109431642,49.50821916513716,93970400
2018-08-10,49.20762634277344,49.57989220419106,49.00371081760765,49.167317922662505,98444800
2018-08-13,49.52534484863281,50.01853587834953,49.24792557279678,49.62967420734544,103563600
2018-08-14,49.734012603759766,49.926071859007045,49.38071605083155,49.83122894368318,82992000
2018-08-15,49.8502082824707,49.96876375949691,49.397325491904326,49.60835409628994,115230400
2018-08-16,50.58049774169922,50.696679764445875,50.14184113974823,50.208231900753496,114001600
2018-08-17,51.59058380126953,51.678313665865005,50.5425541844967,50.608944939005404,141708000
2018-08-20,51.087928771972656,51.969978210072725,51.0049384891871,51.71390155844677,121150800
2018-08-21,50.98833084106445,51.49812149184136,50.74885011343215,51.40564837740656,104639200
2018-08-22,50.990699768066406,51.30131446817909,50.70379398713835,50.765445136673826,76072400
2018-08-23,51.09504318237305,51.46493570912076,50.884014568111795,50.895867221948265,75532800
2018-08-24,51.253902435302734,51.4293622180247,51.00493522092533,51.35823182936762,73905600
2018-08-27,51.675960540771484,51.86565002261064,51.294211770104596,51.48864086592092,82100400
2018-08-28,52.0932731628418,52.29244548552432,51.908326917775774,51.9296660342005,91107200
2018-08-29,52.87099838256836,52.9919272820666,52.02451417621045,52.19997396289268,109019200
2018-08-30,53.35707473754883,54.122942063554966,52.733471805257224,52.93501755221845,195175200
2018-08-31,53.97355651855469,54.267571725521584,53.587064585238195,53.70798984442375,173360400
2018-09-04,54.14664840698242,54.34107747487814,53.73644753925483,54.15850467627464,109560400
2018-09-05,53.79335021972656,54.45726148177648,53.373666520045,54.296027801949165,133332000
2018-09-06,52.89944839477539,53.907169818025736,52.47264800955837,53.6416031238765,137160000
2018-09-07,52.47264099121094,53.43768043785035,52.33274643360886,52.603052705087904,150479200
2018-09-10,51.768428802490234,52.60306027336048,51.32740233630588,52.38965826957899,158066000
2018-09-11,53.07728958129883,53.18398878916709,51.34874866533374,51.69255883203197,142996000
2018-09-12,52.41810989379883,53.34995402070839,52.1264608735074,53.33572794518692,197114800
2018-09-13,53.68429183959961,54.14428766818242,52.77378664666668,52.99904132884174,166825600
2018-09-14,53.074913024902344,53.7862458594256,52.761928459085574,53.52779579787503,127997200
2018-09-17,51.66172409057617,52.863874473152656,51.517086296740914,52.674185029397776,148780400
2018-09-18,51.7470817565918,52.60305221124366,51.48151510045594,51.64037896204188,126286800
2018-09-19,51.77791213989258,52.07430079960809,51.049983473004616,51.808737718271196,108495200
2018-09-20,52.1715087890625,52.70500829106966,51.96285004828724,52.22130366784752,106435200
2018-09-21,51.609561920166016,52.486871570041636,51.52182842256069,52.349346807062695,384986800
2018-09-24,52.35171890258789,52.463161325425574,51.36534021627481,51.41039187036139,110773600
2018-09-25,52.68367385864258,52.83305489024052,52.09326638815939,52.10512265730652,98217600
2018-09-26,52.26398849487305,53.05356829176948,52.10749441951869,52.40151326248517,95938800
2018-09-27,53.338104248046875,53.691400844636,53.003776960471846,53.070171351034034,120724800
2018-09-28,53.525413513183594,53.549122431325195,53.11758249368757,53.30015527367558,91717600
2018-10-01,53.885826110839844,54.397986563838984,53.67005792440383,54.0494332237167,94403200
2018-10-02,54.36479187011719,54.5355120232843,53.73644937445043,53.88345698822329,99152800
2018-10-03,55.02634048461914,55.358294370916525,54.48335437728683,54.54737534751062,114619200
2018-10-04,54.05892562866211,55.09272949311696,53.76016352256026,54.7204635729824,128168000
2018-10-05,53.181610107421875,54.15850962149959,52.301930563207314,54.05181042417778,134322000
2018-10-08,53.058319091796875,53.30254308452448,52.21183125092516,52.688426583123054,118655600
2018-10-09,53.79335021972656,53.88819675317672,52.69789898906064,53.02748300449618,107564000
2018-10-10,51.30132293701172,53.670062521507774,51.227819124762505,53.45903393039437,167962400
2018-10-11,50.84844207763672,52.04585308870412,50.34339821862812,50.865041580650036,212497600
2018-10-12,52.664703369140625,52.84727977943593,51.415127884018034,52.263985359932555,161351600
2018-10-15,51.53843307495117,52.59831924587156,51.51709395908651,52.43945535328062,123164000
2018-10-16,52.6741943359375,52.87337027698463,51.396166502845496,51.91069681299673,116736000
2018-10-17,52.446563720703125,52.790373822884185,52.0079070819727,52.709756980336294,91541600
2018-10-18,51.22071075439453,52.1027638178289,50.504634639880365,51.65699405384939,130325200
2018-10-19,52.00080108642578,52.463166708392414,51.55503134933697,51.70441240336693,132314800
2018-10-22,52.31853103637695,52.96110331958656,51.9130733273846,52.11461546933148,115168400
2018-10-23,52.81172180175781,52.93502051095604,50.907721129484436,51.175657665426925,155071200
2018-10-24,51.00018310546875,53.16737660768849,50.86977138560359,52.78088829721114,163702000
2018-10-25,52.116981506347656,52.49161719818466,51.39379246887828,51.621420546484835,119423200
2018-10-26,51.28710174560547,52.20946324201055,50.42638779676054,51.192255190098145,189033600
2018-10-29,50.32441711425781,52.09089253934143,48.86618295492797,51.97233709312072,183742000
2018-10-30,50.57575988769531,51.02152595640416,49.620203170895984,50.06596923960483,146640000
2018-10-31,51.89409637451172,52.271101871009535,51.362966608371195,51.42461776343849,153435600
2018-11-01,52.690792083740234,52.72398746980492,51.408021061480326,51.93915085654104,233292800
2018-11-02,49.195770263671875,50.658744134392954,48.70969217782817,49.68659158073086,365314800
2018-11-05,47.7991828918457,48.46309409974298,46.98826409162313,48.441754988216736,264654800
2018-11-06,48.31609344482422,48.54134809644701,47.82290229437271,47.87743679322284,127531600
2018-11-07,49.78144454956055,49.80752689947353,48.40146066532408,48.837743956572126,133697600
2018-11-08,49.60774612426758,49.995582995692075,49.193732269955774,49.96227178653937,101450400
2018-11-09,48.651241302490234,49.01766466298599,48.12301802066186,48.908215085324315,137463200
2018-11-12,46.200469970703125,47.55196113045554,46.11005227310484,47.34971216392766,204542000
2018-11-13,45.73887252807617,46.916666235937036,45.55328096832355,45.59611174477023,187531600
2018-11-14,44.44685745239258,46.27422112540755,44.23984874505108,46.13621653072951,243204000
2018-11-15,45.543766021728516,45.677010874627406,44.4706620794501,44.82519141570959,185915200
2018-11-16,46.048194885253906,46.390826588221756,45.079787976803125,45.32724218969656,147713200
2018-11-19,44.223209381103516,45.374829798360686,44.016204236900485,45.20827372655078,167701200
2018-11-20,42.11030197143555,43.17864580539984,41.76053252405978,42.44103592697434,271300800
2018-11-21,42.06272506713867,42.89313089673163,42.00800028423962,42.76464220391683,124496800
2018-11-23,40.99437713623047,42.01989398446868,40.94917192107717,41.624915640839525,94496000
2018-11-26,41.54876708984375,41.627287131082504,40.511356398419196,41.45835304319055,179994000
2018-11-27,41.45836639404297,41.58447338949613,40.65889364383332,40.80879228842579,165549600
2018-11-28,43.052547454833984,43.135823663787434,41.62253625141104,42.05082582673446,184250000
2018-11-29,42.72180938720703,43.49510862501545,42.281622214964095,43.4617974184589,167080000
2018-11-30,42.491004943847656,42.90739680121857,42.12220000118936,42.897877239886725,158126000
2018-12-03,43.97575378417969,44.00430521540804,43.1167964651105,43.89009585984467,163210000
2018-12-04,42.04131317138672,43.39756057342333,41.94137953446295,43.05492888645622,165377200
2018-12-06,41.572574615478516,41.58685033070264,40.5494393335014,40.86827574233966,172393600
2018-12-07,40.09021759033203,41.517847109590086,40.045008741318256,41.27990885638041,169126400
2018-12-10,40.354331970214844,40.470919398685005,38.86245800347028,39.2598144779632,248104000
2018-12-11,40.123531341552734,40.875413510017815,39.735690802451394,40.844484003983546,189126800
2018-12-12,40.2353630065918,40.906347041677016,40.216327509267764,40.544679853820156,142510800
2018-12-13,40.67552947998047,41.060991784644095,40.34241749387447,40.56607995482351,127594400
2018-12-14,39.3740234375,40.23060265163264,39.32643651019259,40.211567154579704,162814800
2018-12-17,39.00759506225586,40.05690355629538,38.71968819868233,39.36688049224076,177151600
2018-12-18,39.514400482177734,39.86178823741451,39.11466239936881,39.35022253552312,135366000
2018-12-19,38.28188705444336,39.842761481494094,37.85359745417949,39.49775172568284,196189200
2018-12-20,37.315860748291016,38.572174571532805,36.95181547170675,38.16529851677097,259092000
2018-12-21,35.86444091796875,37.63232447228872,35.60271095194186,37.32300393912009,382978400
2018-12-24,34.93647003173828,36.05953874481097,34.87936355067301,35.2505466009743,148676800
2018-12-26,37.39674758911133,37.41102330063918,34.91029405005661,35.28623685310209,234330000
2018-12-27,37.154056549072266,37.30158073396154,35.7073951737711,37.08029627195242,212468400
2018-12-28,37.173091888427734,37.71797251566736,36.773357369983444,37.475274483383565,169165600
2018-12-31,37.532379150390625,37.91783793600413,37.23257464544732,37.72034876183257,140014000
2019-01-02,37.57521438598633,37.79649888400641,36.69722151346666,36.8542616564938,148158800
2019-01-03,33.83243942260742,34.6723611316717,33.787230575440596,34.258347280967,365248800
2019-01-04,35.27672576904297,35.345729898875284,34.21552314309918,34.3892170595102,234428400
2019-01-07,35.198204040527344,35.41235064672023,34.71518967715672,35.38141751200746,219111200
2019-01-08,35.869197845458984,36.123793562928256,35.33859646605184,35.58605069449792,164101200
2019-01-09,36.47831726074219,36.76860225386726,35.602706129817406,35.99768091678345,180396400
2019-01-10,36.59489822387695,36.63534728478305,35.895359290285356,36.28557781798725,143122800
2019-01-11,36.23561096191406,36.571104733058135,36.05001943546186,36.37599727501957,108092800
2019-01-14,35.690731048583984,35.99291358804369,35.50513953758326,35.892979976785526,129756800
2019-01-15,36.42121887207031,36.497357243368974,35.70264415893979,35.75499087761721,114843600
2019-01-16,36.86614990234375,37.08981241923674,36.4045491556751,36.42358464973506,122278800
2019-01-17,37.085052490234375,37.5133420282532,36.46641164302394,36.69007415902539,119284800
2019-01-18,37.31348419189453,37.56569819711557,37.11361327001073,37.475280485564575,135004000
2019-01-22,36.475929260253906,37.29205559889947,36.314129385341815,37.21591725767247,121576000
2019-01-23,36.62345504760742,36.913740003402474,36.095231841531145,36.678179828590224,92522400
2019-01-24,36.33317565917969,36.75670551912618,36.10475693707266,36.66866951484015,101766000
2019-01-25,37.53713607788086,37.62517569702941,36.718631568016214,36.99463717184698,134142000
2019-01-28,37.18974685668945,37.19688471328752,36.56159006151442,37.068396033223685,104768400
2019-01-29,36.804283142089844,37.625172928252375,36.66866024088639,37.177847900505746,166348800
2019-01-30,39.31928634643555,39.5334292676211,38.12483560241605,38.84340996100214,244439200
2019-01-31,39.602447509765625,40.21156891959634,39.15512238601182,39.52392744246948,162958400
2019-02-01,39.62147903442383,40.206805105535146,39.481092705405594,39.72617244698673,130672400
2019-02-04,40.74693298339844,40.84448855561986,39.802317662615955,39.833250802747195,125982000
2019-02-05,41.44407653808594,41.658223109934525,41.00865279969011,41.12999998228332,144406400
2019-02-06,41.45836639404297,41.77482473586032,41.127632336612045,41.55591832761903,112958400
2019-02-07,40.673160552978516,41.38697522430309,40.53039616645393,41.020548326526274,126966800
2019-02-08,40.72095489501953,40.78069457288458,40.2454257465744,40.38163396229257,95280000
2019-02-11,40.48677444458008,40.91212432348893,40.44376362488432,40.87389005294555,83973600
2019-02-12,40.835655212402344,40.861940817256425,40.551293754313846,40.646879429338085,89134000
2019-02-13,40.6660041809082,41.21561011429825,40.603876209601104,40.95514591438327,89960800
2019-02-14,40.81416320800781,40.924082212612035,40.474842154220454,40.55369899468272,87342800
2019-02-15,40.72333908081055,41.029205909072424,40.563237197753175,40.921675228955706,98507200
2019-02-19,40.84519577026367,40.96706700184567,40.5010984152007,40.55366960407544,75891200
2019-02-20,41.108070373535156,41.4163291796934,40.85955489659674,40.90734591375172,104457600
2019-02-21,40.876285552978516,41.18932095016681,40.69467820512689,41.053116350833434,68998800
2019-02-22,41.33268737792969,41.33985584736165,40.95274391315378,41.000534924773696,75652800
2019-02-25,41.63378143310547,42.02567363199999,41.56687327570063,41.61705621686482,87493600
2019-02-26,41.657676696777344,41.889466961350905,41.38048368917295,41.50952344791541,68280800
2019-02-27,41.786712646484375,41.8177784486941,41.27534110158918,41.390043919184656,111341600
2019-02-28,41.37570571899414,41.796275448662115,41.32074622794749,41.65529066256711,112861600
2019-03-01,41.81060791015625,41.853618729961276,41.31357333049172,41.64572580846216,103544800
2019-03-04,42.0208854675293,42.47490550245711,41.57164198093791,41.98265120351724,109744800
2019-03-05,41.94442367553711,42.05673456522143,41.70785323096829,42.04239762546951,78949600
2019-03-06,41.70307922363281,41.93486948700485,41.56448272054905,41.73892157519718,83241600
2019-03-07,41.220375061035156,41.68395551468205,41.10567590789397,41.547747307772866,99185600
2019-03-08,41.3183479309082,41.35658219637138,40.503497923548096,40.69944579938166,95997600
2019-03-11,42.74972152709961,42.802292747007655,41.90142082977354,41.93487491096763,128044000
2019-03-12,43.23001480102539,43.65058075669441,42.862016399372486,43.01256153152322,129870400
2019-03-13,43.42118835449219,43.80113182441466,43.232408933638794,43.55022445223586,124130000
2019-03-14,43.90388488769531,43.99230209409539,43.6243036210394,43.94450743281071,94318000
2019-03-15,44.4749870300293,44.76412862855345,43.906267867999446,44.171512140747396,156171600
2019-03-18,44.92901611328125,45.01742966611717,44.396135583226894,44.3985275038249,104879200
2019-03-19,44.57297897338867,45.16081915056755,44.427213978176695,45.00788568396985,126585600
2019-03-20,44.96247100830078,45.28028652491381,44.14284075046286,44.501278809560496,124140800
2019-03-21,46.61845397949219,46.914764093298665,45.356752279123555,45.40693521269051,204136800
2019-03-22,45.65306091308594,47.23974655431228,45.58854104236857,46.67819214407311,169630800
2019-03-25,45.101070404052734,45.87529432805428,44.58969888594255,45.76298343726282,175381200
2019-03-26,44.635101318359375,46.090362812112865,44.10700454628543,45.79883285841138,199202000
2019-03-27,45.036556243896484,45.34481142938426,44.57775587798241,45.10346440270346,119393600
2019-03-28,45.09629440307617,45.29701887269252,44.81193291467582,45.151253893185654,83121600
2019-03-29,45.39020919799805,45.42127499911637,45.053276519812606,45.361535317717,94256000
2019-04-01,45.69847106933594,45.80360985284444,45.015048922315,45.794053107514955,111448000
2019-04-02,46.36276626586914,46.467908673343175,45.65305866163964,45.66261540494625,91062800
2019-04-03,46.68059158325195,46.95539267732806,46.15487943528214,46.1787767679066,93087200
2019-04-04,46.7618293762207,46.924319544779436,46.152483951684545,46.54676435485593,76457200
2019-04-05,47.074867248535156,47.098764578723184,46.81917967116176,46.94343922494232,74106400
2019-04-08,47.81564712524414,47.84670928317847,46.917159895575644,46.93627703303892,103526800
2019-04-09,47.672264099121094,48.47277726052693,47.60774422451132,47.86821199748385,143072800
2019-04-10,47.93989944458008,47.96857697172916,47.35683955756723,47.47631892306262,86781200
2019-04-11,47.540836334228516,48.03070243658207,47.418968700387076,47.99486008728185,83603200
2019-04-12,47.52172088623047,47.82519949055509,46.886093443343924,47.60057770371108,111042800
2019-04-15,47.60774230957031,47.75589918776008,47.316212394506586,47.452420608068394,70146400
